frame,timestamp_ns,time_s,alignment_valid,near_dark_left,near_dark_center,near_dark_right,mid_dark_left,mid_dark_center,mid_dark_right,deep_dark_left,deep_dark_center,deep_dark_right,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm,omega_y_rad_s
0,1788954784420063314,0.0,False,0.00934959349593496,0.0,0.0,0.0,0.0,0.0,0.0014767932489451476,0.0,0.00021097046413502107,nan,nan,nan,nan,nan,nan,nan
1,1788954784452114964,0.03205165,False,0.00934959349593496,0.0,0.0,0.00032679738562091506,0.0,0.0,0.004008438818565401,0.0,0.00042194092827004215,nan,nan,nan,nan,nan,nan,nan
2,1788954784488094988,0.068031674,False,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0014767932489451476,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
3,1788954784520185146,0.10012183200000001,False,0.008130081300813009,0.0,0.0,0.0,0.0,0.0,0.002953586497890295,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
4,1788954784552117731,0.132054417,False,0.007317073170731707,0.0,0.0,0.0,0.0,0.0,0.005485232067510548,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
5,1788954784588086417,0.168023103,True,0.006910569105691057,0.0,0.0,0.0,0.0,0.0,0.008227848101265822,0.0,0.0,0.3761361376635579,0.7747868883347918,4.025117326069147,0.0958481598261802,-0.01430516992683611,0.06888541228273186,0.004971835672367657
6,1788954784620084829,0.200021515,True,0.006504065040650407,0.0,0.0,0.0,0.0,0.0,0.00780590717299578,0.0,0.0,0.36494688287640065,0.6654393080684999,3.8782991304219374,0.0902729909737936,-0.006418220908872235,0.05870612715466844,-0.003682348073336142
7,1788954784652068555,0.232005241,True,0.0008130081300813009,0.0,0.0,0.0,0.0,0.0,0.005274261603375527,0.0,0.0,0.1624470017685038,1.0529884590884133,3.550214655791529,0.11808549209742454,1.2229808311095785e-06,0.08618616183789987,-0.010756810656124766
8,1788954784688097494,0.26803418,True,0.0008130081300813009,0.0,0.0,0.0,0.0,0.0,0.006751054852320676,0.0,0.0,0.40442871751861675,0.3891640377796039,3.171540618579731,0.05535576452531265,0.003226683887493881,0.05800323605924473,0.010061344615405773
9,1788954784720500993,0.300437679,True,0.0024390243902439024,0.0008130081300813009,0.0,0.0,0.0,0.0,0.006118143459915612,0.0,0.0,-0.04865760874689484,0.8450456953095501,3.7024054951238714,0.11069616122919257,0.007376589317354079,0.06658151955939556,-0.011186404253269224
10,1788954784752244013,0.332180699,True,0.002032520325203252,0.0008130081300813009,0.0,0.0,0.0,0.0,0.007172995780590717,0.0,0.0,0.3297915357227348,0.8234667491339921,3.453569957161724,0.09461888412015641,-0.003148281214983078,0.0684972231686673,-0.008060176315606888
11,1788954784788112416,0.368049102,True,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0,0.0035864978902953584,0.0,0.0012658227848101266,0.3466588884571147,0.49287700109352295,3.927890570749832,0.08881212840473304,-0.019299844134823115,0.05771558921364672,0.0
12,1788954784820129035,0.40006572100000004,True,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0,0.004008438818565401,0.0,0.0016877637130801686,0.40016301492610484,0.8387873145643356,3.844803521874172,0.1028403525210028,-0.013306858517321458,0.06597380431696218,0.005169662948434345
13,1788954784852169070,0.432105756,True,0.0,0.0,0.0,0.0,0.0,0.0,0.002953586497890295,0.0,0.00021097046413502107,0.3913153609831421,0.6554849227177593,3.8851255499133153,0.09955758726323298,-0.02178071938659429,0.08274214545830068,-0.004416516292434803
14,1788954784888077049,0.46801373500000004,True,0.0,0.0,0.0,0.0,0.0,0.0,0.004641350210970464,0.0,0.0006329113924050632,0.41742212441328497,0.7689879271920234,3.925578534084965,0.10714741983223353,-0.01860972548683726,0.06819567378089983,0.023598200440668567
15,1788954784920147662,0.500084348,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0018987341772151896,0.0,0.0006329113924050633,0.2429934237503233,0.45504447138256815,3.8840549730309206,0.07697345812610204,-0.010850551543747321,0.05669206892794587,0.0167475364297269
16,1788954784952220481,0.532157167,True,0.0,0.0,0.0,0.0,0.0,0.0,0.002531645569620253,0.0,0.0006329113924050633,0.43621091710380333,0.8146270051141186,3.848694039604171,0.11036924991702246,-0.029086713337332103,0.0805395640314619,0.0049595706815747514
