timestamp_ns,time_s,center_row_px,center_col_px,tracked
1788946147104747731,25.608022266000003,527.0,421.5,1
1788946147136895562,25.640170097000002,527.0,421.5,1
1788946147168775287,25.672049822,534.0,422.5,1
1788946147204581514,25.707856049,534.0,423.0,1
1788946147236638527,25.739913062000003,537.0,423.0,1
1788946147268809920,25.772084455,543.0,425.5,1
1788946147304703332,25.807977867,543.0,425.5,1
1788946147336980464,25.840254999000003,546.5,424.5,1
1788946147368754624,25.872029159,546.5,425.0,1
1788946147404617241,25.907891776000003,549.0,426.0,1
1788946147436820823,25.940095358,549.0,426.0,1
1788946147468810706,25.972085241000002,546.0,425.0,1
1788946147504882056,26.008156591000002,546.0,425.5,1
1788946147537186466,26.040461001,543.5,425.0,1
1788946147568686672,26.071961207,536.5,422.0,1
1788946147604847829,26.108122364000003,536.5,422.0,1
1788946147638127431,26.141401966,530.5,422.0,1
1788946147668742559,26.172017094,531.0,422.5,1
1788946147704464805,26.207739340000003,527.0,421.0,1
1788946147736812708,26.240087243,530.0,421.0,1
1788946147768687113,26.271961648,527.5,421.0,1
1788946147804711177,26.307985712,527.5,421.0,1
1788946147836883281,26.340157816,532.0,421.0,1
1788946147868812605,26.37208714,535.5,422.0,1
1788946147904699544,26.407974079000002,535.5,422.0,1
1788946147936749673,26.440024208,543.0,424.5,1
1788946147968857575,26.47213211,543.0,424.5,1
1788946148004746241,26.508020776000002,547.5,425.0,1
1788946148036736694,26.540011229,547.5,425.0,1
1788946148068544967,26.571819502,548.5,425.0,1
1788946148104414360,26.607688895000003,548.5,425.0,1
1788946148136633117,26.639907652,547.0,425.5,1
1788946148168717530,26.671992065,545.5,425.0,1
1788946148204643751,26.707918286,545.5,425.0,1
1788946148236825881,26.740100416,536.0,421.5,1
1788946148268654905,26.77192944,536.0,421.5,1
1788946148304504421,26.807778956,532.0,421.5,1
1788946148336853010,26.840127545,531.5,421.5,1
1788946148368566187,26.871840722,529.5,421.5,1
