frame,timestamp_ns,time_s,alignment_valid,near_dark_left,near_dark_center,near_dark_right,mid_dark_left,mid_dark_center,mid_dark_right,deep_dark_left,deep_dark_center,deep_dark_right,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm,omega_y_rad_s
0,1788952271858592025,0.0,False,0.0,0.0,0.0,0.00032679738562091506,0.0,0.0,0.22510548523206747,0.046413502109704644,0.0,nan,nan,nan,nan,nan,nan,nan
1,1788952271890551394,0.031959369,False,0.0,0.0,0.0,0.0,0.0,0.0,0.1890295358649789,0.03734177215189874,0.0,nan,nan,nan,nan,nan,nan,nan
2,1788952271922594598,0.06400257300000001,False,0.0,0.0,0.0,0.00032679738562091506,0.0,0.0,0.19029535864978903,0.036075949367088606,0.0,nan,nan,nan,nan,nan,nan,nan
3,1788952271958542360,0.099950335,False,0.0,0.0,0.0,0.0,0.0,0.0,0.18987341772151897,0.0379746835443038,0.0,nan,nan,nan,nan,nan,nan,nan
4,1788952271990606182,0.13201415700000002,False,0.0,0.0,0.0,0.0,0.0,0.0006535947712418301,0.1240506329113924,0.028270042194092827,0.0,nan,nan,nan,nan,nan,nan,nan
5,1788952272022691374,0.164099349,True,0.0,0.0,0.0,0.0,0.0,0.0006535947712418301,0.12194092827004219,0.03270042194092827,0.00042194092827004215,0.3479432473808679,2.73998355320621,4.252789564721489,0.027909809982979462,-0.008532278280904644,-0.018769306762220436,-0.002732989903086121
6,1788952272058563326,0.19997130100000002,True,0.0,0.0,0.0,0.0,0.0,0.0029411764705882353,0.110126582278481,0.05063291139240507,0.00021097046413502107,0.6852288351747056,3.0646104405547456,4.267403786195817,0.04125504890790377,-0.029797548388019773,0.003605366361578398,-0.012253749635679326
7,1788952272090571383,0.23197935800000002,True,0.0,0.0,0.0,0.0,0.0,0.003594771241830065,0.11434599156118144,0.0550632911392405,0.0008438818565400843,0.39652678385913176,3.088175961118994,4.3746046569584625,0.027732843028093077,-0.006833388574777786,-0.015116156853142049,0.008951366059358661
8,1788952272122590588,0.263998563,True,0.0,0.0,0.0,0.0,0.0,0.00196078431372549,0.11751054852320678,0.04029535864978903,0.0012658227848101264,0.6619834488710232,3.329187036988474,4.383598934769076,0.043282585483738215,-0.02221827636337418,0.007248435925648628,-0.005752439700975539
9,1788952272158608174,0.300016149,True,0.0,0.0,0.0,0.0,0.0,0.0026143790849673205,0.12869198312236288,0.042827004219409284,0.002109704641350211,0.6179224514229102,3.4507985655357403,4.386296744738965,0.049664751877748714,-0.018315675668164083,0.0076895195277233395,-0.01644318563163616
10,1788952272190680226,0.332088201,True,0.0,0.0,0.0,0.0,0.0,0.0013071895424836603,0.13291139240506328,0.03164556962025316,0.0006329113924050632,0.4000700443232943,3.101891109998738,4.52915672809718,0.01847989742295749,-0.004481105659912719,-0.02727033695147859,-0.01043586525334689
11,1788952272222634078,0.36404205300000003,True,0.0,0.0,0.0,0.0,0.0,0.0016339869281045752,0.1371308016877637,0.03185654008438819,0.0016877637130801686,0.6811042546191248,3.2428917948683194,4.381656192779913,0.038112409441946854,-0.022902435099637915,-0.001041478804328505,0.015457387890536608
12,1788952272258623331,0.40003130600000003,True,0.0,0.0,0.0,0.0,0.0,0.0013071895424836603,0.14135021097046413,0.035654008438818566,0.0016877637130801686,0.6162886341773817,3.1789410675297454,4.408909157136379,0.04323630643409464,-0.019160620283757583,0.00189506835220336,-0.0052706459477429935
13,1788952272290803216,0.43221119100000005,True,0.0,0.0,0.0,0.00032679738562091506,0.0,0.0006535947712418301,0.14514767932489453,0.030379746835443033,0.002320675105485232,0.4663691064868143,2.8547748873430794,4.381656293409964,0.014633706306833454,0.000828648637880373,-0.02666197319592805,0.0005299558595989553
14,1788952272322881599,0.46428957400000004,True,0.0,0.0,0.0,0.00032679738562091506,0.0,0.000980392156862745,0.1489451476793249,0.03270042194092826,0.0035864978902953584,0.7259929615692864,3.2503987500182876,4.290375917519951,0.0513262153351572,-0.024458079325850174,0.0073689688301740025,0.0037749798517593435
15,1788952272358807961,0.500215936,True,0.0,0.0,0.0,0.0,0.0,0.0,0.18459915611814345,0.03755274261603375,0.0010548523206751054,0.6694503719481011,3.266499132366822,4.339113160772709,0.046070078907071564,-0.014495313511090334,0.003909207557565186,-0.0019989766750442965
16,1788952272390693680,0.5321016550000001,True,0.0,0.0,0.0,0.00032679738562091506,0.0,0.0,0.1888185654008439,0.04177215189873417,0.0018987341772151896,0.4631737934431015,3.0013456736653157,4.466380380994703,0.023941458442375333,-0.000507825722610642,-0.02402299911115133,0.0005271420531959039
17,1788952272422832014,0.564239989,True,0.0,0.0,0.0,0.00032679738562091506,0.0,0.0,0.17721518987341772,0.02552742616033755,0.0006329113924050632,0.7114450425922982,3.237247818603541,4.37364478483898,0.04441498766404371,-0.017233273830963902,-0.002867636697084383,0.0010537428853927104
18,1788952272458769347,0.6001773220000001,True,0.0,0.0,0.0,0.0006535947712418301,0.0,0.0,0.17468354430379746,0.023839662447257385,0.0014767932489451476,0.7664377255527208,3.204176480301638,4.330672762342475,0.04728318117394362,-0.02328059843394152,0.0057710184051082344,-0.023767149332197316
19,1788952272490804888,0.632212863,True,0.0,0.0,0.0,0.0029411764705882353,0.0,0.0,0.1858649789029536,0.013080168776371309,0.005063291139240506,0.4633187617693155,2.8777831610967355,4.336632367641332,0.01884801876757871,0.0014273249326795551,-0.03221972235710287,0.01712663568706255
20,1788952272522811619,0.6642195940000001,True,0.0,0.0,0.0,0.003594771241830065,0.0,0.0,0.19493670886075948,0.013291139240506327,0.006751054852320676,0.5635215274211707,2.9985074928253304,4.324580259843003,0.024626683200839772,-0.0033734754366164968,-0.023762222995212252,-0.00022918556605196067
21,1788952272558687720,0.700095695,True,0.0,0.0,0.0,0.00392156862745098,0.0,0.0,0.1962025316455696,0.016455696202531647,0.008649789029535865,0.7151897272848509,3.3056636810046625,4.357237476608554,0.047609051242240144,-0.016942149070943907,-0.0035086126375123705,0.00652925800916525
22,1788952272591000365,0.73240834,True,0.0,0.0,0.0,0.006209150326797386,0.0,0.0,0.20189873417721516,0.004219409282700421,0.002109704641350211,0.4960120761840603,3.1279797640152007,4.442576405928857,0.02334755618241073,0.00677571653391065,-0.02646850641097965,0.0026930733239207355
23,1788952272622922131,0.7643301060000001,True,0.0,0.0,0.0,0.008169934640522876,0.0,0.00032679738562091506,0.2035864978902954,0.004852320675105486,0.002953586497890295,0.6492016201810187,3.2431938784184235,4.395459054416779,0.034714143239158016,-7.597428862721021e-05,-0.016483060088025484,0.008628676080704462
24,1788952272658843189,0.8002511640000001,True,0.0,0.0,0.0,0.011764705882352941,0.0,0.0,0.1710970464135021,0.002742616033755274,0.0065400843881856545,0.7854798499766602,3.240629583770821,4.402309326994398,0.0361550387968013,-0.018819591429328097,-0.00916952979371262,0.0
25,1788952272690772775,0.83218075,True,0.00040650406504065046,0.0,0.0,0.013071895424836602,0.0,0.0,0.169831223628692,0.004008438818565401,0.007805907172995781,0.5265233912457863,2.8607284519861884,4.392454306209823,0.017793607745908192,0.003540460177766998,-0.03446891617984168,-0.003243187620645638
26,1788952272722802940,0.864210915,True,0.00040650406504065046,0.0,0.00040650406504065046,0.018627450980392157,0.0,0.0016339869281045752,0.1962025316455696,0.003164556962025317,0.016244725738396627,0.5952688652804625,3.0486935111506543,4.374415287875146,0.03064804824062351,-0.007125994697942161,-0.020966367924161268,-0.0007607499446938865
27,1788952272758710905,0.9001188800000001,True,0.00040650406504065046,0.0,0.0008130081300813009,0.020261437908496733,0.0,0.0016339869281045752,0.20168776371308014,0.004430379746835443,0.024683544303797468,0.8509304240866724,3.249745047149292,4.435009288407948,0.0447359042757353,-0.01645632723744476,-0.00354904257791909,0.007083422761497729
28,1788952272790781603,0.932189578,True,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.230168776371308,0.002320675105485232,0.023206751054852322,0.4739117395268342,3.060772099567587,4.460795854258905,0.02908693349967223,0.01367143005340529,-0.02821843824279869,-0.005766208286527778
29,1788952272822881803,0.964289778,True,0.0008130081300813009,0.0,0.0,0.03660130718954248,0.0,0.0,0.23586497890295358,0.003797468354430379,0.02995780590717299,0.6953631336232828,3.305682043667412,4.327779681838717,0.04685053105896219,-0.0028782642763215526,-0.002462493478451965,-0.004284444507498974
30,1788952272858802415,1.0002103900000001,True,0.0008130081300813009,0.0,0.0,0.04019607843137255,0.0,0.0,0.23523206751054854,0.00569620253164557,0.03312236286919831,0.7791628259202052,3.1116479884859305,4.340526241525775,0.04071651578514808,-0.017802522520194704,-0.012049940870925646,0.0011654226200079948
31,1788952272890824526,1.032232501,True,0.00040650406504065046,0.0,0.0,0.07352941176470588,0.0,0.0,0.26772151898734176,0.004219409282700422,0.024472573839662448,0.5791965862562376,3.05928349516928,4.279474048423362,0.034095400463563644,0.005144445464947143,-0.02100715556644863,-0.005032287815646693
32,1788952272922884824,1.064292799,True,0.0012195121951219512,0.0,0.0,0.07516339869281047,0.0,0.0,0.2738396624472574,0.004430379746835443,0.02383966244725739,0.593103525710079,3.1074403026133357,4.26175525658375,0.040803200198843134,0.0032662672359009466,-0.017289416039677756,-0.014147014287659182
33,1788952272958831752,1.1002397270000002,True,0.07073170731707316,0.0,0.00040650406504065046,0.16633986928104577,0.0,0.0,0.35822784810126584,0.004219409282700422,0.017721518987341776,0.7361165685308075,3.1505703451824516,4.24023522321237,0.03902143449195673,-0.0021340293931045025,-0.008098398921293186,-0.004045922703464359
34,1788952272990883503,1.132291478,True,0.07479674796747968,0.0,0.00040650406504065046,0.17549019607843136,0.0,0.0,0.37194092827004216,0.00569620253164557,0.019409282700421943,0.38909817573380745,2.947607676878579,4.411994175414765,0.0242110512435222,0.020533830305580085,-0.03788737084988185,-0.002089262038144428
35,1788952273022908994,1.1643169690000001,True,0.19308943089430897,0.0,0.00040650406504065046,0.31143790849673203,0.0,0.0,0.39936708860759496,0.00189873417721519,0.0018987341772151896,0.5127636887982614,3.0616779650522163,4.379846663256462,0.02666877432010245,0.01809522309061065,-0.03390700567483662,0.010013227108606405
36,1788952273058744475,1.20015245,True,0.19634146341463415,0.0,0.0,0.34248366013071896,0.0,0.0,0.40295358649789026,0.002953586497890295,0.002320675105485232,0.7128672889287355,3.3759495999589912,4.411360595031564,0.04807481936758143,-0.005435515620333486,-0.010420075553774586,-0.002331126796671722
37,1788952273090993446,1.232401421,True,0.2439024390243903,0.0,0.0,0.46241830065359474,0.0,0.0,0.43755274261603383,0.0006329113924050633,0.00021097046413502107,0.5438608314243956,3.055719651209499,4.515725921763724,0.021125269038122535,0.010933919991757784,-0.03952023279776096,0.002818826410280811
38,1788952273122924170,1.264332145,True,0.24430894308943088,0.0,0.0,0.47516339869281043,0.0,0.0,0.44261603375527436,0.0006329113924050632,0.0014767932489451476,0.6275148439197122,3.0980759178680275,4.479934878831275,0.027585968218940698,0.007681640906525094,-0.035594221410577144,0.005145684093752153
39,1788952273158744606,1.300152581,True,0.24390243902439018,0.0,0.00040650406504065046,0.4771241830065359,0.0,0.0,0.4438818565400845,0.0006329113924050632,0.0012658227848101264,0.6732765312672768,3.144821214511278,4.375106647031654,0.030022318835627396,0.002106384314748429,-0.02143084885333721,-0.003535641246605674
40,1788952273190863749,1.3322717240000002,True,0.3044715447154472,0.0,0.0,0.5725490196078431,0.0,0.0,0.48881856540084384,0.002109704641350211,0.0018987341772151896,0.49298193520292855,2.965579583447587,4.372199086916046,0.02712061143449023,0.017270552908984525,-0.035884299366749146,-0.0052762394558428915
41,1788952273222874947,1.3642829220000001,True,0.30528455284552847,0.0,0.00040650406504065046,0.5735294117647058,0.0,0.0,0.48881856540084384,0.005274261603375527,0.002531645569620253,0.7073335020864651,3.3110810811416798,4.362626096628938,0.05211856772912127,-0.005407597022770258,-0.012465003096899574,0.0137246027186763
42,1788952273258862108,1.400270083,True,0.34959349593495936,0.0,0.00040650406504065046,0.6366013071895426,0.0,0.0,0.5183544303797468,0.006751054852320674,0.002320675105485232,0.6211519399362286,3.1408495018164047,4.3060420214588095,0.04466182507599723,0.014743772251094769,-0.01014374161680583,0.01098304455194562
