person,scan,frames,duration_s,image_hz,tcp_hz,force_hz,near_dark_left,near_dark_center,near_dark_right,my_median,my_deadzone_fraction,fz_median,fz_min,fz_max,max_abs_my
zhongkai,RH_Per_C_DtP,178,5.900075075,29.999618267569247,181.70552913159446,196.51116483861327,0.1950671416826528,0.02118160226546086,0.0,0.013021193203010173,0.6672369546621043,4.2097310135098,3.039063743025685,4.6005480882369065,0.09837415836309411
zhongkai,RH_Per_C_PtD,181,6.0002758620000005,29.99862075341362,192.73306945702384,199.8529337067249,0.48095719354983607,0.032417014777882586,0.0,0.018537773525801417,0.5306291390728477,3.7681396366344266,2.5804654649701675,4.800149016064772,0.1256351518965618
zhongkai,RH_Per_L_DtP,174,5.767924414,29.99345823258217,185.54675915104582,200.01837267814687,0.16786515278945893,0.0,4.672460517708626e-06,0.0007496908128786495,0.9629948364888123,4.234977665675954,3.32791506811561,4.667560258149765,0.0669857353684945
zhongkai,RH_Per_L_PtD,177,5.864222724,30.01250264245591,179.498045045727,199.98791622547506,0.5367415369068945,0.0,3.904276330898903e-05,0.01301551392112281,0.8240270727580372,3.7583125831034216,3.348667487548866,4.290811974512602,0.06771950379457206
zhongkai,RH_Per_S_DtP,196,6.5001712650000005,29.99920956698054,182.86219549721787,200.00074436390273,0.16007549361207898,0.02902563464410154,1.8666002986560483e-05,0.0036707189302128025,0.6192660550458715,4.206429042609325,3.326444195783594,4.736731458632873,0.08836479593146314
zhongkai,RH_Per_S_PtD,191,6.3160963070000005,30.08187189758758,181.46194690675182,200.03307417040898,0.35844081215681267,0.018858809006938235,7.449027369854851e-05,0.0051703125140746585,0.7452830188679245,3.773403883983695,3.219020071084045,4.784067453320866,0.09851661295387046
zhongyao,LH_Per_C_DtP,190,6.300393001000001,29.99812868340147,183.60431745561965,200.02293225818582,0.2709050064184852,0.049368848951647414,2.9952931108258455e-05,-0.03337229427019103,0.3943217665615142,4.074914516221558,3.171540618579731,4.537691898186888,0.10478328093987228
zhongyao,LH_Per_L_DtP,180,5.968174201,29.99242213305496,185.06922096680105,199.89474811895704,0.0453929539295393,0.00013550135501355014,0.00021680216802168022,-0.026451012566543818,0.46711074104912575,4.019087654617237,3.2502607898779017,4.707502154562647,0.09227125805012522
zhongyao,RH_Per_C_DtP,225,7.447812445,30.075945340215934,187.53910778129017,199.8358605184896,0.06147244805781391,0.0,0.0006865401987353208,0.007842926647065788,0.607620320855615,4.289159566486893,2.9326799317393197,5.112362292369214,0.09478028559126457
zhongyao,RH_Per_C_PtD,224,7.431772924000001,30.006298938420038,192.01247433528454,200.02412138682632,0.022379500580720097,0.0,0.12796711672473868,0.017598898685081212,0.4983322214809873,3.6924329927196715,2.9273202696709344,4.68402336753919,0.10534707701716853
zhongyao,RH_Per_L_DtP,221,7.331957756,30.005628417589588,192.66598152652256,199.99787934359952,0.0,1.1036309458117206e-05,0.0012967663613287718,-0.009665648623751674,0.7835820895522388,4.295503401402222,3.142848528258699,4.971547215963892,0.08918298593103122
zhongyao,RH_Per_L_PtD,222,7.367979266000001,29.994655525134043,187.9524408824044,200.0128354307346,0.0,0.00019226543616787518,0.0008313191240020509,0.01478891376902929,0.8097494922139472,3.6982441805065323,3.325824961796412,4.009497480757722,0.05413563624474447
zhongyao,RH_Per_S_DtP,235,7.799740815000001,30.0009968985104,176.31054859932948,200.01544994581116,0.007109496626881163,8.13008130081301e-05,0.05602490918526207,-0.005561499690254028,0.5946291560102301,4.284824155061074,3.706525682283872,4.672198995117916,0.08742336564981242
zhongyao,RH_Per_S_PtD,234,7.767846225,29.995444457964922,183.79040847817245,199.99586087022965,0.026150024320756027,0.0,0.09171357098186367,-0.002010412059607887,0.6317480719794345,3.7150124024923503,3.0298885310401933,4.356113483025553,0.10181817425389877
