person,scan,event,start_frame,end_frame,start_time_s,end_time_s,end_exclusive_time_s,duration_s,start_timestamp_ns,end_timestamp_ns,side,max_dark_width_fraction,peak_frame,left_censored,right_censored,aligned_frame_fraction,force_samples,velocity_samples,force_p05,force_median,force_p95,my_p05,my_median,my_p95,mx_median,fy_median,my_deadzone_fraction,omega_y_median_deg_s,omega_y_abs_median_deg_s,omega_y_speed_near_limit_fraction,torque_velocity_opposition_fraction,torque_velocity_sign_valid_samples,image_manual_review
yameng_1,RH_Per_S_DtP,2,178,225,5.934783824,7.498757149,7.5308326800000005,1.5960488560000003,1788936296103843437,1788936297667816762,left,0.3125,204,False,True,1.0,319,290,3.951531934283437,4.193623978619858,4.426506508819289,-0.022409454130308763,0.005756204064883065,0.03054041089968653,0.11520193624493194,2.2354566016396924,0.8589341692789969,0.0,0.26641069309351556,0.0,0.5555555555555556,9,unreviewed
yameng_1,RH_Per_S_PtD,1,126,165,4.199837454,5.499449769,5.535386853,1.3355493990000005,1788936360176342396,1788936361475954711,right,0.21875,135,False,False,1.0,267,246,3.424390379180802,3.6660257489959074,3.9867167220864705,-0.002291090093899812,0.014424202132506043,0.03677202667662044,0.11077552932577885,1.2601398939713386,0.7940074906367042,0.0,0.19574959148629356,0.0,0.25,4,unreviewed
yameng_2,LH_Per_C_DtP,1,108,156,3.6002504020000003,5.200379862,5.2324751565000005,1.6322247545000002,1788952594085250360,1788952595685379820,left,0.3125,137,False,True,1.0,326,284,3.7051919026441102,3.862771489879425,4.048795034949535,-0.024652831254984967,0.0012741876344654203,0.019893721480727426,0.09048193499444777,0.04318332792781321,0.941717791411043,-0.07816308762594922,0.1829726655837215,0.0,1.0,1,unreviewed
yameng_2,LH_Per_C_PtD,1,109,155,3.631931547,5.164704502,5.196784428,1.5648528809999998,1788952659551521302,1788952661084294257,left,0.34375,143,False,True,1.0,313,274,3.6530629637959926,3.857247430838436,4.0775074695413265,-0.03058698388662606,-0.004977103432370211,0.017810608062599372,0.09184486946582254,0.9920884134042991,0.8785942492012779,0.0,0.1813171119746827,0.0,0.4444444444444444,9,unreviewed
yameng_2,LH_Per_S_DtP,1,73,158,2.436160683,5.268055299,5.300115089,2.863954406,1788952613902053591,1788952616733948207,left,0.40625,106,False,False,1.0,573,518,3.6706032750966555,3.9546221582382524,4.219068981092747,-0.016516078552249968,0.010464833575605011,0.03811807626216983,0.08030514688448163,0.030097855026289474,0.7731239092495636,-0.043302859939538266,0.209031394813203,0.0,0.9,20,unreviewed
yameng_2,LH_Per_S_PtD,1,143,163,4.768298046,5.436208462000001,5.4683046950000005,0.7000066490000005,1788952681552525463,1788952682220435879,left,0.21875,155,False,True,1.0,140,131,3.7230151771514377,3.854943520068084,4.045408797779136,-0.016416081030576443,0.004703121406342022,0.026234507438072634,0.07166440252722961,0.9717853327155441,0.9357142857142857,0.0,0.23866712725849024,0.0,nan,0,unreviewed
yameng_2,RH_Per_C_DtP,1,46,124,1.53234913,4.132312708000001,4.16422193,2.6318728,1788952273390941155,1788952275990904733,left,0.25,64,False,False,1.0,525,483,4.090509078241221,4.409781488353417,4.653143101175082,0.008908620924785069,0.03176206087009083,0.06018620812716334,0.025808109092143382,3.2016004041702804,0.32571428571428573,-1.9701574380998141,1.9701574380998141,0.0,1.0,283,unreviewed
yameng_2,RH_Per_C_PtD,1,45,106,1.4998257750000001,3.5321152500000004,3.5679615210000004,2.0681357460000003,1788952358427084800,1788952360459374275,left,0.25,78,False,False,1.0,414,369,3.04720353607532,3.5147645662056473,3.9423061460832174,0.00672940636466123,0.041705626064407385,0.07606226936085501,0.008096756862893732,0.7689780711977597,0.20048309178743962,-3.4832740390713166,3.4832740390713166,0.0,1.0,309,unreviewed
yameng_2,RH_Per_C_PtD,2,146,152,4.8680954850000004,5.068083184000001,5.100151008,0.23205552299999965,1788952361795354510,1788952361995342209,right,0.125,146,False,False,1.0,46,38,3.437293019417265,3.5570733582567122,3.7382704419085027,-0.01820011776930216,-2.7518878293672982e-05,0.011477217095283187,-0.051438226830707486,0.16062099433288413,1.0,0.31617955815179966,0.31617955815179966,0.0,nan,0,unreviewed
yameng_2,RH_Per_L_DtP,1,84,158,2.800199133,5.268491597000001,5.3005869290000005,2.5003877960000005,1788952245021173447,1788952247489465911,left,0.15625,105,False,True,1.0,500,442,4.142019133946668,4.387081154204546,4.642661789511065,-0.05411901540682817,-0.027416204728776622,-0.0021686549717957297,0.07112007806512669,3.220814029683918,0.446,1.4986744962618987,1.4986744962618987,0.0,1.0,233,unreviewed
