frame,timestamp_ns,time_s,alignment_valid,near_dark_left,near_dark_center,near_dark_right,mid_dark_left,mid_dark_center,mid_dark_right,deep_dark_left,deep_dark_center,deep_dark_right,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm,omega_y_rad_s
0,1788953832966046124,0.0,False,0.16666666666666669,0.00040650406504065046,0.00040650406504065046,0.2823529411764706,0.0,0.0,0.3552742616033756,0.01118143459915612,0.0,nan,nan,nan,nan,nan,nan,nan
1,1788953832998300700,0.032254576,False,0.1621951219512195,0.0,0.0,0.27908496732026145,0.00032679738562091506,0.0,0.3592827004219409,0.011181434599156118,0.0,nan,nan,nan,nan,nan,nan,nan
2,1788953833030328376,0.064282252,False,0.1621951219512195,0.0,0.0,0.27908496732026145,0.00032679738562091506,0.0,0.360548523206751,0.010759493670886076,0.0,nan,nan,nan,nan,nan,nan,nan
3,1788953833066113098,0.100066974,False,0.15731707317073168,0.0,0.0,0.2758169934640523,0.00032679738562091506,0.0,0.35421940928270046,0.00759493670886076,0.0,nan,nan,nan,nan,nan,nan,nan
4,1788953833098000846,0.131954722,False,0.15650406504065043,0.0,0.0,0.2735294117647059,0.0006535947712418301,0.0,0.3510548523206751,0.006962025316455696,0.0,nan,nan,nan,nan,nan,nan,nan
5,1788953833130075143,0.164029019,True,0.1573170731707317,0.0,0.0,0.273202614379085,0.0,0.0,0.34388185654008435,0.00759493670886076,0.0,0.43124432447157734,1.3841105641292268,4.180649688713148,0.02791990068079584,-0.010358086187559644,-0.008511409290507482,0.011203786223237196
6,1788953833166003886,0.199957762,True,0.15853658536585363,0.0,0.0,0.27418300653594774,0.0,0.0,0.339662447257384,0.00759493670886076,0.0,0.2866699470876126,1.3424249557420973,4.284275394245135,0.01654663919475095,0.008965331839241059,-0.016667475584992708,0.003656262871959955
7,1788953833198056733,0.232010609,True,0.15772357723577235,0.0,0.0,0.2735294117647059,0.0,0.0,0.3386075949367088,0.008016877637130802,0.0,0.26545052917284195,1.3907482690415127,4.443506843365335,0.014365358446152846,0.015676685924944343,-0.028574497101433352,3.0059655118071554e-05
8,1788953833230047604,0.26400148,True,0.16788617886178864,0.0,0.0,0.2784313725490196,0.0,0.0,0.33713080168776377,0.012025316455696202,0.0,0.2743062027301253,1.1749679326731826,4.410379729360972,-0.004688232020627108,0.0165015473272375,-0.037671179144275264,0.0029083722114277497
9,1788953833266010242,0.299964118,True,0.16869918699186992,0.0,0.0,0.27875816993464053,0.0,0.0,0.34345991561181427,0.013924050632911392,0.0,0.38499871493683346,1.4018542683117439,4.237486909362602,0.013727855292861333,0.0013537782360390463,-0.02037317083703937,0.0015071131484129868
10,1788953833298258572,0.332212448,True,0.18333333333333332,0.0,0.0,0.27418300653594774,0.0,0.0,0.34219409282700425,0.017932489451476793,0.0,0.13020834974208895,1.3624493207170223,4.106694014598199,0.007681126186045087,0.020723739219118485,-0.03630719768559447,-0.006330976245997088
11,1788953833330024015,0.363977891,True,0.183739837398374,0.0,0.0,0.27222222222222225,0.0,0.0,0.3447257383966244,0.01729957805907173,0.0,0.30975839412375583,1.5133200011969246,4.056421445249797,0.019923974721640567,0.008890088255933315,-0.01888945497329587,-0.006546943855585164
12,1788953833366028153,0.399982029,True,0.18699186991869918,0.0,0.00040650406504065046,0.26699346405228763,0.0006535947712418301,0.0,0.3419831223628692,0.015822784810126583,0.0,0.40212769236367807,1.5718734348406955,4.1195375775947465,0.020656715794545782,0.002267570889604026,-0.012342642611660591,0.0008523467752769887
13,1788953833398027333,0.43198120900000003,True,0.1861788617886179,0.0,0.00040650406504065046,0.2647058823529412,0.0006535947712418301,0.0,0.34683544303797464,0.016244725738396623,0.0,0.3398871347441186,1.4403425484375383,4.248177656530856,0.014219498440445276,0.014230370487898896,-0.02901438357051445,0.000412320391323767
