frame,timestamp_ns,time_s,alignment_valid,near_dark_left,near_dark_center,near_dark_right,mid_dark_left,mid_dark_center,mid_dark_right,deep_dark_left,deep_dark_center,deep_dark_right,fx_n,fy_n,fz_n,mx_nm,my_nm,mz_nm,omega_y_rad_s
0,1788936496985142542,0.0,False,0.00934959349593496,0.0,0.0,0.0006535947712418301,0.0,0.0,0.004430379746835443,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
1,1788936497017380530,0.032237988,False,0.005284552845528456,0.0,0.0,0.0,0.0,0.0,0.003164556962025317,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
2,1788936497053341860,0.06819931800000001,False,0.005691056910569106,0.0,0.0,0.0,0.0,0.0,0.003164556962025317,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
3,1788936497085467288,0.100324746,False,0.0036585365853658543,0.0,0.0,0.00032679738562091506,0.0,0.0,0.0008438818565400843,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
4,1788936497117213579,0.132071037,False,0.0036585365853658543,0.0,0.0,0.00032679738562091506,0.0,0.0,0.0012658227848101266,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
5,1788936497153062983,0.167920441,True,0.0040650406504065045,0.0,0.0,0.0,0.0,0.0,0.00021097046413502107,0.0,0.0,0.21434426297085118,0.07606176714086464,4.119593389084149,0.09417286258109325,-0.0227675397711395,0.047362176875129794,0.00856668098161794
6,1788936497185135834,0.19999329200000002,True,0.004471544715447155,0.0,0.0,0.0,0.0,0.0,0.0006329113924050633,0.0,0.0,0.07510107972839775,-0.03526010785268979,4.093307940403004,0.08250926146079482,-0.008534905096959507,0.04122236896734094,-0.005189746265989454
7,1788936497217185043,0.232042501,True,0.004471544715447155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39792086937402504,0.12589448531578643,4.145894995535057,0.10358717422150648,-0.034170333936511844,0.0601321665651698,0.005283770990201873
8,1788936497253177818,0.268035276,True,0.008130081300813007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28579852661455796,0.1369017181402882,3.936641516887171,0.09758894082027184,-0.020873829473121944,0.05596656107656417,0.00842316320185669
9,1788936497285146308,0.300003766,True,0.008130081300813007,0.0,0.0,0.0,0.0,0.0,0.00042194092827004215,0.0,0.0,0.07344177217961656,-0.22612837578695874,3.9708738087711066,0.06422083421815002,-0.005590924846441884,0.029692202196878438,0.007822402289741423
10,1788936497317157927,0.332015385,True,0.0044715447154471556,0.0,0.0,0.0,0.0,0.0,0.0012658227848101266,0.0,0.0,0.37362737529553836,0.19566265423264415,4.036934879778137,0.10291863002408527,-0.03084485999508196,0.06317153135500844,-0.0031686510664359355
11,1788936497353090757,0.367948215,True,0.0044715447154471556,0.0,0.0,0.0,0.0,0.0,0.0012658227848101266,0.0,0.0,0.2594096764654248,-0.08153160454803031,3.9147946735478314,0.0818991299471632,-0.017497123732587577,0.04918829193243443,-0.009651204588966686
12,1788936497385113486,0.39997094400000005,True,0.004065040650406504,0.0,0.0,0.0,0.0,0.0,0.0018987341772151896,0.0,0.0,0.0535935228853508,-0.23843254864533237,3.977194332227065,0.07081876741918076,-0.005596602107132112,0.031750324350230244,0.0020445346922905207
13,1788936497417144074,0.432001532,True,0.004065040650406504,0.0,0.0,0.0,0.0,0.0,0.002742616033755274,0.0,0.0,0.239568434361227,-0.020153059619217248,4.008559301636835,0.09477150430575501,-0.024093127473227758,0.055390717001047224,-0.0041629398921976726
14,1788936497453122478,0.46797993600000004,True,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.007172995780590717,0.0,0.0,0.12687374192058987,-0.31118543923474684,4.115928382637209,0.07213928373179504,-0.009455469518321501,0.03952457620898963,0.0073270237921838855
15,1788936497485194470,0.500051928,True,0.004878048780487805,0.0,0.0,0.0,0.0,0.0,0.009704641350210971,0.0,0.0,0.06309522362859665,-0.265098588536679,4.235195792256798,0.07628838404060746,-0.0037053137460086724,0.03585412493760218,-0.0032876176644649415
16,1788936497517146106,0.532003564,True,0.005691056910569106,0.0,0.0,0.0,0.0,0.0,0.0025316455696202528,0.0,0.0,0.2857774264116242,-0.06023227366716176,4.192333704069801,0.09466823188871851,-0.022305568512888622,0.0563928116063894,0.0
17,1788936497553123373,0.5679808310000001,True,0.005284552845528456,0.0,0.0,0.0,0.0,0.0,0.002953586497890295,0.0,0.0,0.10634281598258166,-0.20870664086984952,4.207337823598479,0.0813493910563298,-0.008614511779306515,0.04634973424677771,0.005457958939865157
18,1788936497585096673,0.5999541310000001,True,0.005284552845528456,0.0,0.0,0.0,0.0,0.0,0.0010548523206751054,0.0,0.0,0.05167947049530097,-0.19454464148057526,4.266915058852476,0.07490164054073152,-0.0030392977291709053,0.030616182295351194,-0.00682989816223623
19,1788936497617232254,0.6320897120000001,True,0.006910569105691057,0.0,0.0,0.0,0.0,0.0,0.0012658227848101264,0.0,0.0,0.2366569252289581,-0.14527605959005685,4.043391752510259,0.08861861399965193,-0.017992359204311137,0.059879934049621844,-0.0042726625662437775
20,1788936497653105701,0.667963159,True,0.006910569105691057,0.0,0.0,0.0,0.0,0.0,0.0016877637130801686,0.0,0.0,0.10999051385565872,-0.20137289871265432,4.012950541138294,0.08273400211836861,-0.009817718919463616,0.0409653819504701,-0.0039305285537633615
21,1788936497685141386,0.699998844,True,0.0024390243902439024,0.0,0.0,0.0,0.0,0.0,0.0014767932489451476,0.0,0.0,-0.06655510388315489,-0.2782626950058558,4.032914751565366,0.07586203923192963,-0.0025461332970684704,0.041778565496045805,0.002334106684821222
22,1788936497717152937,0.7320103950000001,True,0.0020325203252032522,0.0,0.0,0.0,0.0,0.0,0.002320675105485232,0.0,0.0,0.33523156830551026,-0.10082526362091145,4.097069150562957,0.09244335809012602,-0.02577766402891918,0.05988437264604375,0.0057336552003226585
23,1788936497754088128,0.7689455860000001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.003375527426160337,0.0,0.0,0.22183561961006082,-0.15874732987748716,4.061667638862034,0.09114286720013315,-0.016180026562943817,0.0616512835490666,0.0
24,1788936497785147811,0.800005269,True,0.0,0.0,0.0,0.0,0.0,0.0,0.004852320675105485,0.0,0.0,-0.034466140830450964,-0.33402442438150115,4.225088020046423,0.07523517698990877,-0.0003948827207828651,0.038109924427483434,-0.0035800766679613245
25,1788936497818028282,0.83288574,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0014767932489451476,0.0,0.0,0.09230893131157103,-0.40083940610871444,4.308532327992521,0.07416756541130799,-0.006895601238964077,0.03914568453438853,0.00718908081289681
26,1788936497853069619,0.867927077,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0014767932489451476,0.0,0.0,0.1846610874086967,-0.20559047869069166,4.158889927374455,0.09336240022339075,-0.0090961574621692,0.06603352378330098,0.016177496092912316
27,1788936497885252963,0.900110421,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018451387120349994,-0.5344324063100634,4.04117344123573,0.06462799015647289,0.00503382351304294,0.032100748149012516,0.01760635659047798
28,1788936497917216638,0.932074096,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10278235514524736,-0.21651032001103188,4.031120855609811,0.09279884009956237,-0.010922702341017861,0.0592946176025607,0.014557598869857212
29,1788936497953141414,0.967998872,True,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09363770078039524,-0.46819415509953355,4.168146640647058,0.0725878562438028,-0.0061912679283464825,0.047217330178384295,0.007388340659455126
30,1788936497985270955,1.000128413,True,0.0016260162601626018,0.0,0.0,0.0,0.0,0.0,0.0008438818565400843,0.0,0.0,0.18895416106255603,-0.2439371297989352,4.300851292844763,0.09156505953660148,-0.019128085531003064,0.05209391190269029,-0.006211306341847204
31,1788936498017279632,1.03213709,True,0.0016260162601626018,0.0,0.0,0.0,0.0,0.0,0.0008438818565400843,0.0,0.0,0.18162704646777783,-0.3556718466803252,4.188157512864472,0.085305937967294,-0.018928336582249346,0.06139325375380272,-0.012582138883298413
32,1788936498053234762,1.06809222,True,0.0024390243902439024,0.0,0.0,0.0,0.0,0.0,0.0010548523206751054,0.0,0.0,0.24258834560296916,-0.24403362364049722,4.151311286992359,0.09745953509449481,-0.018393182771491233,0.06359949119265784,0.0
33,1788936498085282033,1.100139491,True,0.0024390243902439024,0.0,0.0,0.0,0.0,0.0,0.0010548523206751054,0.0,0.0,-0.026800234313569593,-0.5185034783140416,4.156297539362965,0.07288646736565133,0.003004943334002852,0.04369019263350374,-0.014056468789886346
34,1788936498117263796,1.132121254,True,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0,0.0027426160337552744,0.0,0.0,0.13940680945457506,-0.5568014993834491,4.273372907736052,0.07313795325551259,-0.004395885441288425,0.04720014983803181,-0.00207745568761022
35,1788936498153062520,1.167919978,True,0.0008130081300813009,0.0,0.0,0.0,0.0,0.0,0.004008438818565401,0.0,0.0,0.1924466413279009,-0.3129666049040553,4.377582404791361,0.08900613847350367,-0.01726372407628097,0.052807632420336564,0.006324331863138746
36,1788936498185163956,1.200021414,True,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0,0.00042194092827004215,0.0,0.0,-0.13614291563899572,-0.6094017976021999,4.104273791472557,0.06289279706850744,0.011372475351766763,0.030838510629974596,0.0
37,1788936498217108227,1.231965685,True,0.0016260162601626018,0.0,0.0,0.0,0.0,0.0,0.00042194092827004215,0.0,0.0,0.26488658062199466,-0.37396223604303663,4.138925040564212,0.08276054311794559,-0.02574079306585969,0.05136520356562383,-0.0017261089675800082
38,1788936498253183893,1.2680413510000001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.00189873417721519,0.0,0.0,0.01711711197614707,-0.5779268706629622,4.075405726646603,0.06485925452366055,-0.0015859207776781536,0.041156865826228635,-0.006601703181975894
39,1788936498285190900,1.3000483580000002,True,0.0,0.0,0.0,0.0,0.0,0.0,0.004219409282700422,0.0,0.0,0.05778835095376578,-0.40616762268383516,4.127839823158711,0.08352429052888337,-0.006276342484343086,0.05462072400580805,0.013161813043113285
40,1788936498317420269,1.3322777270000001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0012658227848101266,0.0,0.0,0.1200163893997317,-0.3322161458829186,4.256226091366578,0.09274134020779702,-0.010728895661085685,0.05906077958018495,0.0
41,1788936498353257207,1.368114665,True,0.0,0.0,0.0,0.0,0.0,0.0,0.002109704641350211,0.0,0.0,0.11309327069107011,-0.4316503861214387,4.311918276025109,0.08063024536969945,-0.006038495059728434,0.05430791400607852,-0.004639093793692343
42,1788936498385186836,1.4000442940000002,True,0.0,0.0,0.0,0.0,0.0,0.0,0.00189873417721519,0.0,0.0,0.023417663667330224,-0.32634862296328604,4.13993865004511,0.08638297397036417,-0.0031387722251768886,0.05148313683509212,0.006201912869006738
43,1788936498417197410,1.432054868,True,0.0012195121951219512,0.0,0.0,0.0,0.0,0.0,0.003375527426160338,0.0,0.0,0.07179387534259485,-0.5732290974793085,4.065962319052041,0.06877431938773546,-0.013366210891458464,0.03939030817434751,-0.019503275496013
44,1788936498453225665,1.468083123,True,0.0016260162601626018,0.0,0.0,0.0,0.0,0.0,0.004641350210970464,0.0,0.00021097046413502107,0.09788865209941733,-0.4379910228218595,4.042658828729897,0.08417041272774965,-0.01640364524635953,0.05295071192448663,0.015712670695410737
45,1788936498485171572,1.50002903,True,0.0,0.0,0.0,0.0,0.0,0.0,0.005063291139240506,0.0,0.0,0.0016128940221102894,-0.5988577499882569,4.083615742860085,0.06745539614737439,-0.0002565425105813933,0.03996149374772317,0.009700161079577942
46,1788936498517207536,1.5320649940000002,True,0.0,0.0,0.0,0.0,0.0,0.0,0.005063291139240506,0.0,0.0,0.16494393606229574,-0.40620344991942114,4.127558543273424,0.08307930884040444,-0.011673000772694855,0.053227175809156875,-0.0015148166347403692
47,1788936498553105943,1.567963401,True,0.0,0.0,0.0,0.0,0.0,0.0,0.002742616033755274,0.0,0.00042194092827004215,-0.04025466287778645,-0.5097577511939486,4.20042010920106,0.0741320730510556,0.0031547235710270667,0.04126048475545034,-0.014645953922300782
48,1788936498585084197,1.599941655,True,0.0,0.0,0.0,0.0,0.0,0.0,0.003375527426160338,0.00021097046413502107,0.00042194092827004215,0.026755233701925007,-0.4212707673904583,4.151583897486251,0.07574763647688637,-0.005063176103805017,0.04749683038322908,0.0028663469110989217
49,1788936498617175434,1.632032892,True,0.0008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0008438818565400843,0.0,0.0,0.18350615300763673,-0.23638402961050803,4.247900869772067,0.09877209088943946,-0.02232878262996829,0.06326163915971053,0.0
50,1788936498653106001,1.667963459,True,0.0008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0008438818565400843,0.0,0.0,0.09707368031592822,-0.47354716417469156,4.106626606832473,0.07093991719737307,-0.0070896623973602385,0.04212839587755447,-0.001742826272575166
51,1788936498685079292,1.69993675,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0006329113924050632,0.0012658227848101266,0.0,0.005395482740344626,-0.3805059828320331,4.096632786363509,0.07932448832358047,-0.0035598731330008654,0.04983347376590707,0.004402245626922105
52,1788936498717179390,1.7320368480000001,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0016877637130801686,0.0012658227848101266,0.0,0.15451406188237282,-0.3577946535666076,4.178497020298417,0.08510465919370111,-0.015424272633629173,0.05958835322177731,0.001398317352879981
53,1788936498753034943,1.7678924010000001,True,0.00040650406504065046,0.0,0.0,0.0,0.0,0.0,0.00021097046413502107,0.00021097046413502107,0.0,0.07128751732207483,-0.3158270553999053,4.203413842105379,0.08715408133616406,-0.006218780461303948,0.05423995929044474,0.0
54,1788936498785141872,1.7999993300000001,True,0.0008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0010548523206751054,0.0,0.0,0.050536478224586734,-0.2945726778129966,4.1751327256667015,0.0853043760299352,-0.005586367951492628,0.049586114735124344,-0.0072157173957443236
55,1788936498817101566,1.831959024,True,0.0008130081300813009,0.0,0.0,0.0,0.0,0.0,0.0014767932489451476,0.0,0.0,0.044004081923449734,-0.431842015988626,4.0982465797875065,0.0745657489144044,-0.004056360244817732,0.04388295875633173,-0.009918069990947529
56,1788936498853028668,1.8678861260000001,True,0.0016260162601626018,0.0,0.0,0.0,0.0,0.0,0.004008438818565401,0.0,0.0,-0.03612157036149877,-0.4322009369928464,4.049246374140209,0.07386978660852675,0.0025233092664099844,0.04044349349960813,0.005026388000824723
57,1788936498885147417,1.900004875,True,0.0016260162601626018,0.0,0.0,0.0,0.0,0.0,0.004852320675105486,0.0,0.0,-0.0036645288292884715,-0.47428215915512545,4.0926333027547575,0.06835046064482123,-0.0010095991667895144,0.03202539837450108,0.008643431815201802
